ID,NAME,PRICE,OLD_PRICE,STOCK,BRAND
31481,LEGO #2884844,22.99,24.99,254,LEGO
12262,LEGO #1017599,26.99,34.99,122,LEGO
49393,PLAYMOBIL #2636846,13.99,15.99,52,PLAYMOBIL
33109,UNDERCOVER #4171906,8.49,9.99,27,UNDERCOVER
23740,SIKU #1457453,220.99,249.0,54,SIKU
5412,UNDERCOVER #121432,7.99,7.99,6,UNDERCOVER
5655,UNDERCOVER #625132,4.99,7.99,1,UNDERCOVER
34877,SIKU #1666372,280.99,299.0,43,SIKU
28949,UNDERCOVER #109297,4.99,7.99,14,UNDERCOVER
6278,PLAYMOBIL #201344,17.99,17.99,423,PLAYMOBIL
46189,SIKU #10045709,24.99,28.99,59,SIKU
42961,LEGO #1072983,39.99,49.99,151,LEGO
37322,LEGO #5403447,43.99,59.99,153,LEGO
19856,LEGO #4847116,25.99,29.99,211,LEGO
314,LEGO #20620,9.49,9.99,164,LEGO
41802,LEGO #8214413,23.99,29.99,36,LEGO
47187,PLAYMOBIL #7911956,26.99,32.99,44,PLAYMOBIL
8199,SIKU #1225719,27.99,29.99,32,SIKU
27135,SIKU #494232,6.49,7.99,43,SIKU
39839,Universal #9628517,8.49,10.99,75,Universal
48668,LEGO #12111403,14.99,14.99,0,LEGO
41154,ESPRIT #2478886,29.99,39.99,7,ESPRIT
37066,NIKE #4112055,35.99,44.99,0,NIKE
45641,s.Oliver #11676286,35.99,39.99,5,s.Oliver
43768,ESPRIT #11388875,44.99,49.99,3,ESPRIT
12135,Friboo #2516190,17.99,17.99,11,Friboo
7438,NIKE #1009974,74.99,74.99,3,NIKE
18554,NIKE #351315,34.99,34.99,0,NIKE
20574,s.Oliver #3113759,15.99,15.99,0,s.Oliver
35048,s.Oliver #63374,35.99,35.99,1,s.Oliver
37796,s.Oliver #823837,49.99,49.99,3,s.Oliver
12341,s.Oliver #4170073,6.99,6.99,1,s.Oliver
28018,NIKE #5736175,35.99,44.99,0,NIKE
29354,s.Oliver #5357188,29.99,29.99,3,s.Oliver
38485,VANS #9566442,58.99,84.95,9,VANS
42057,TOMMY HILFIGER #9886354,7.99,7.99,7,TOMMY HILFIGER
37221,NIKE #4348531,27.99,34.99,0,NIKE
4463,s.Oliver #659345,25.99,25.99,2,s.Oliver
8649,s.Oliver #1304941,7.99,8.99,6,s.Oliver
37530,s.Oliver #3067450,10.99,11.99,23,s.Oliver
23808,s.Oliver #360850,29.99,35.99,5,s.Oliver
34618,TOMMY HILFIGER #7946499,24.99,24.99,0,TOMMY HILFIGER
47901,ESPRIT #12046619,8.99,9.99,1,ESPRIT
34696,crocs #6504519,28.79,35.99,2,crocs
41069,s.Oliver #4879119,25.99,25.99,4,s.Oliver
6543,s.Oliver #1976150,29.99,29.99,6,s.Oliver
9908,s.Oliver #2375832,23.99,29.99,10,s.Oliver
143,crocs #27116,26.99,26.99,35,crocs
27920,s.Oliver #4110143,39.99,39.99,7,s.Oliver
28923,s.Oliver #4622617,39.99,39.99,3,s.Oliver
3456,s.Oliver #1210836,59.99,59.99,1,s.Oliver
23904,s.Oliver #4051049,13.99,13.99,1,s.Oliver
23584,s.Oliver #7773741,39.99,39.99,6,s.Oliver
39697,ESPRIT #2013944,39.99,39.99,2,ESPRIT
45681,s.Oliver #10714875,29.99,29.99,4,s.Oliver
